id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,batting_first_team,chasing_team,batting_first_won,chasing_won,toss_winner_won
104,2008,Bangalore,,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,,Delhi Capitals,Royal Challengers Bangalore,1,0,1
105,2008,Kolkata,,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,,Rajasthan Royals,Kolkata Knight Riders,1,0,1
106,2008,Mumbai,,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,,Mumbai Indians,Punjab Kings,0,1,0
107,2008,Chennai,,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,,Royal Challengers Bangalore,Chennai Super Kings,1,0,1
108,2008,Mohali,,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,,Punjab Kings,Sunrisers Hyderabad,1,0,1
109,2008,Delhi,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,,Delhi Capitals,Mumbai Indians,1,0,1
110,2008,Chennai,,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,,Rajasthan Royals,Chennai Super Kings,1,0,1
111,2008,Bangalore,2008-03-05,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,0
112,2008,Kolkata,,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,,Punjab Kings,Kolkata Knight Riders,0,1,0
113,2008,Jaipur,,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,,Rajasthan Royals,Mumbai Indians,1,0,1
114,2008,Hyderabad,,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,,Sunrisers Hyderabad,Chennai Super Kings,0,1,0
115,2008,Mumbai,,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,,Delhi Capitals,Rajasthan Royals,0,1,0
116,2008,Mumbai,,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,0,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,,Punjab Kings,Chennai Super Kings,0,1,0
117,2008,Mumbai,2008-01-06,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,,Rajasthan Royals,Chennai Super Kings,1,0,1
118,2009,Cape Town,,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,,Chennai Super Kings,Mumbai Indians,0,1,0
119,2009,Cape Town,,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,,Royal Challengers Bangalore,Rajasthan Royals,1,0,1
120,2009,Cape Town,,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,,Delhi Capitals,Punjab Kings,1,0,1
121,2009,Cape Town,,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,0
122,2009,Port Elizabeth,,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,,Chennai Super Kings,Royal Challengers Bangalore,1,0,1
123,2009,Durban,,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,,Kolkata Knight Riders,Punjab Kings,1,0,1
124,2009,Cape Town,,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,,Sunrisers Hyderabad,Royal Challengers Bangalore,1,0,1
125,2009,Durban,,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,,Delhi Capitals,Chennai Super Kings,1,0,1
126,2009,Cape Town,,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,0,Tie,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,,Kolkata Knight Riders,Rajasthan Royals,0,0,0
127,2009,Durban,,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,,Royal Challengers Bangalore,Punjab Kings,0,1,0
128,2009,Durban,,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,,Sunrisers Hyderabad,Mumbai Indians,1,0,1
129,2009,Port Elizabeth,,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,,Royal Challengers Bangalore,Delhi Capitals,0,1,0
130,2009,Cape Town,,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Punjab Kings,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,,Punjab Kings,Rajasthan Royals,1,0,1
131,2009,Durban,,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,,Sunrisers Hyderabad,Chennai Super Kings,1,0,1
132,2009,Port Elizabeth,,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,,Mumbai Indians,Kolkata Knight Riders,1,0,1
133,2009,Centurion,,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,,Delhi Capitals,Rajasthan Royals,0,1,0
134,2009,Durban,,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,0
135,2009,Durban,,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Punjab Kings,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,,Punjab Kings,Mumbai Indians,1,0,1
136,2009,Centurion,,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,,Delhi Capitals,Sunrisers Hyderabad,1,0,1
137,2009,Centurion,,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,,Rajasthan Royals,Chennai Super Kings,0,1,0
138,2009,East London,2009-01-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,,Mumbai Indians,Kolkata Knight Riders,1,0,1
139,2009,Durban,2009-01-05,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,,Royal Challengers Bangalore,Punjab Kings,1,0,1
140,2009,Port Elizabeth,2009-02-05,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,,Sunrisers Hyderabad,Rajasthan Royals,0,1,0
141,2009,Johannesburg,2009-02-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,,Delhi Capitals,Chennai Super Kings,0,1,0
142,2009,Port Elizabeth,2009-03-05,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Punjab Kings,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,,Kolkata Knight Riders,Punjab Kings,0,1,0
143,2009,Johannesburg,2009-03-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,,Mumbai Indians,Royal Challengers Bangalore,0,1,0
144,2009,East London,2009-04-05,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,,Chennai Super Kings,Sunrisers Hyderabad,1,0,1
145,2009,Durban,2009-05-05,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Rajasthan Royals,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,,Punjab Kings,Rajasthan Royals,0,1,0
146,2009,Durban,2009-05-05,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,,Kolkata Knight Riders,Delhi Capitals,0,1,0
147,2009,Centurion,2009-06-05,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,,Sunrisers Hyderabad,Mumbai Indians,1,0,1
148,2009,Centurion,2009-07-05,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,,Rajasthan Royals,Royal Challengers Bangalore,1,0,1
149,2009,Centurion,2009-07-05,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,,Chennai Super Kings,Punjab Kings,1,0,1
150,2009,East London,2009-08-05,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,,Mumbai Indians,Delhi Capitals,0,1,0
151,2009,Kimberley,2009-09-05,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,,Punjab Kings,Sunrisers Hyderabad,1,0,1
152,2009,Kimberley,2009-09-05,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,Rajasthan Royals,Chennai Super Kings,0,1,0
153,2009,Port Elizabeth,2009-10-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,,Mumbai Indians,Royal Challengers Bangalore,1,0,1
154,2009,Johannesburg,2009-10-05,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,,Delhi Capitals,Kolkata Knight Riders,1,0,1
155,2009,Kimberley,2009-11-05,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,Sunrisers Hyderabad,Rajasthan Royals,1,0,1
156,2009,Centurion,2009-12-05,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,,Royal Challengers Bangalore,Kolkata Knight Riders,1,0,1
157,2009,Centurion,2009-12-05,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Mumbai Indians,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,,Punjab Kings,Mumbai Indians,0,1,0
158,2009,Durban,,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,,Sunrisers Hyderabad,Delhi Capitals,0,1,0
159,2009,Durban,,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,,Chennai Super Kings,Royal Challengers Bangalore,0,1,0
160,2009,Durban,,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,,Rajasthan Royals,Mumbai Indians,1,0,1
161,2009,Bloemfontein,,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,,Punjab Kings,Delhi Capitals,1,0,1
162,2009,Port Elizabeth,,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,,Mumbai Indians,Chennai Super Kings,0,1,0
163,2009,Johannesburg,,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,,Sunrisers Hyderabad,Kolkata Knight Riders,1,0,1
164,2009,Johannesburg,,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,,Sunrisers Hyderabad,Punjab Kings,0,1,0
165,2009,Bloemfontein,,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,,Delhi Capitals,Rajasthan Royals,1,0,1
166,2009,Centurion,,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,,Chennai Super Kings,Kolkata Knight Riders,0,1,0
167,2009,Johannesburg,,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Royal Challengers Bangalore,0,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,,Delhi Capitals,Royal Challengers Bangalore,0,1,0
168,2009,Durban,,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,,Kolkata Knight Riders,Rajasthan Royals,1,0,1
169,2009,Durban,,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,,Chennai Super Kings,Punjab Kings,1,0,1
170,2009,Centurion,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,V Sehwag,SuperSport Park,IL Howell,S Ravi,,Delhi Capitals,Mumbai Indians,1,0,1
171,2009,Centurion,,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,12,0,MK Pandey,SuperSport Park,IL Howell,S Ravi,,Royal Challengers Bangalore,Sunrisers Hyderabad,1,0,1
172,2009,Centurion,,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,,Sunrisers Hyderabad,Delhi Capitals,1,0,1
173,2009,Johannesburg,,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,,Royal Challengers Bangalore,Chennai Super Kings,1,0,1
174,2009,Johannesburg,,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,6,0,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel,,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,0
175,2010,Mumbai,2010-12-03,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,11,0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,0
176,2010,Mumbai,,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,,Mumbai Indians,Rajasthan Royals,1,0,1
177,2010,Mohali,,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,Delhi Capitals,Punjab Kings,1,0,1
178,2010,Kolkata,,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,1
179,2010,Chennai,,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,Sunrisers Hyderabad,Chennai Super Kings,1,0,1
180,2010,Ahmedabad,,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,,Delhi Capitals,Rajasthan Royals,1,0,1
181,2010,Bangalore,,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,0,Royal Challengers Bangalore,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,,Punjab Kings,Royal Challengers Bangalore,0,1,0
182,2010,Kolkata,,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55,0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,,Chennai Super Kings,Kolkata Knight Riders,1,0,1
183,2010,Delhi,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,98,0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,Delhi Capitals,Mumbai Indians,0,1,0
184,2010,Bangalore,,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,,Royal Challengers Bangalore,Rajasthan Royals,1,0,1
185,2010,Delhi,,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,5,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,Delhi Capitals,Chennai Super Kings,0,1,0
186,2010,Cuttack,,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,Punjab Kings,Sunrisers Hyderabad,0,1,0
187,2010,Ahmedabad,,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,,Rajasthan Royals,Kolkata Knight Riders,1,0,1
188,2010,Mumbai,,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,,Mumbai Indians,Royal Challengers Bangalore,0,1,0
189,2010,Cuttack,,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,10,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,Sunrisers Hyderabad,Delhi Capitals,1,0,1
190,2010,Chennai,,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,tie,0,Tie,0,0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,Chennai Super Kings,Punjab Kings,0,0,0
191,2010,Mumbai,,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,,Kolkata Knight Riders,Mumbai Indians,0,1,0
192,2010,Bangalore,,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,36,0,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,,Chennai Super Kings,Royal Challengers Bangalore,0,1,0
193,2010,Mohali,,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Rajasthan Royals,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,,Punjab Kings,Rajasthan Royals,0,1,0
194,2010,Mumbai,,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba,,Mumbai Indians,Chennai Super Kings,1,0,1
195,2010,Ahmedabad,,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,,Sunrisers Hyderabad,Rajasthan Royals,0,1,0
196,2010,Mohali,,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,Kolkata Knight Riders,Punjab Kings,1,0,1
197,2010,Bangalore,,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,17,0,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,,Royal Challengers Bangalore,Delhi Capitals,0,1,0
198,2010,Ahmedabad,,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,17,0,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,,Rajasthan Royals,Chennai Super Kings,1,0,1
199,2010,Mumbai,,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,,Sunrisers Hyderabad,Mumbai Indians,0,1,0
200,2010,Delhi,,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Delhi Capitals,40,0,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,,Delhi Capitals,Kolkata Knight Riders,1,0,1
201,2010,Mumbai,,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,,Mumbai Indians,Punjab Kings,1,0,1
202,2010,Chennai,,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,,Royal Challengers Bangalore,Chennai Super Kings,0,1,0
203,2010,Delhi,,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,67,0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,,Delhi Capitals,Rajasthan Royals,1,0,1
204,2010,Kolkata,2010-01-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper,,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,1
205,2010,Mohali,2010-02-04,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,0,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,,Punjab Kings,Royal Challengers Bangalore,0,1,0
206,2010,Chennai,2010-03-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,,Chennai Super Kings,Rajasthan Royals,1,0,1
207,2010,Mumbai,2010-03-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,,Mumbai Indians,Sunrisers Hyderabad,1,0,1
208,2010,Kolkata,2010-04-04,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Punjab Kings,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper,,Kolkata Knight Riders,Punjab Kings,0,1,0
209,2010,Delhi,2010-04-04,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,,Delhi Capitals,Royal Challengers Bangalore,1,0,1
210,2010,Nagpur,2010-05-04,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,Rajasthan Royals,Sunrisers Hyderabad,1,0,1
211,2010,Chennai,2010-06-04,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,,Chennai Super Kings,Mumbai Indians,1,0,1
